"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订购数量 – B2B","订单商品数量转化率","商品转化率 – B2B","已订购商品销售额","已订购商品的销售额 – B2B","订单商品种类数","订单商品总数 – B2B"
"B06XCRV4CK","B01EJ5VRJE","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Nero EU 46-48","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B01FXAQNIO","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Marina EU 40-42","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B01FXAQRNK","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Marina EU 46-48","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B01FXAQVH2","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Marina EU 50-52","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJD576","B01G3MA2TC","Summer Mae Donna Costume da bagno Classico Tankini a Strisce","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B01HFYMW04","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Ciliegia EU 40-42","14","0.35%","14","0.28%","93%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B01HFYMXUI","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Ciliegia EU 42-44","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WP3M8MX","B01IOEHIMG","Summer Mae Donna Costume da bagno Dimagrante Costume intero a Strisce","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WP3M8MX","B01IOEHM40","Summer Mae Donna Costume da bagno Dimagrante Costume intero a Strisce","4","0.10%","5","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B01KO0SAIE","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Nero S","13","0.33%","16","0.32%","94%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0744C2VKV","B01LWT9E93","Summer Mae Donna Piatte Pantofole Super Soffice Coniglio","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0744C2VKV","B01LXGQRTF","Summer Mae Donna Piatte Pantofole Super Soffice Coniglio","14","0.35%","16","0.32%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B01M22DT7M","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Marrone M","7","0.18%","10","0.20%","70%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B01M6UNN0N","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Marrone XXL","3","0.08%","4","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B01MDUDE2E","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Blu scuro M","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD238Y8","B01MQJP2YK","Summer Mae Bowknot Costume da bagno Pastorale Stampato a vita alta","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD238Y8","B01MSMPBNA","Summer Mae Bowknot Costume da bagno Pastorale Stampato a vita alta","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SFGN1","B01MXNZV6W","Summer Mae Costume da Bagno con Gonna Asimmetrica Push Up per Donna","14","0.35%","14","0.28%","29%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X174FG9","B01MXOW81L","Summer Mae Donna T-Shirt Giacca Splicing","16","0.40%","16","0.32%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X174FG9","B01MXOWAHW","Summer Mae Donna T-SHIRT Giacca Splicing","5","0.13%","5","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD9RH7R","B01MYXGVBN","Summer Mae Donna Camicetta Blusa Barocco Stampa","12","0.30%","12","0.24%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B01MZ3GE8A","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Oliva S","4","0.10%","4","0.08%","75%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W53P1XJ","B01MZZGOLJ","Summer Mae Vestito con Stampa Barocca per Donna","4","0.10%","4","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SH98N","B01N0VKLGT","Summer Mae Donna A-Line Vestitino Maglieria","16","0.40%","16","0.32%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD238Y8","B01N1FYI99","Summer Mae Bowknot Costume da bagno Pastorale Stampato a vita alta","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SFGN1","B01N1I2FQM","Summer Mae Costume da Bagno con Gonna Asimmetrica Push Up per Donna","6","0.15%","7","0.14%","57%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B01N30QQDJ","Summer Mae Donna Costumi Da Bagno Dimagrante Solido/Stampa Adorabile Stampato EU 42-44","5","0.13%","5","0.10%","20%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD238Y8","B01N531UTZ","Summer Mae Bowknot Costume da bagno Pastorale Stampato a vita alta","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SH98N","B01N53S3NF","Summer Mae Donna A-Line Vestitino Maglieria","34","0.86%","34","0.68%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W53P1XJ","B01N9BS4VR","Summer Mae Vestito con Stampa Barocca per Donna","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SFGN1","B01NA8WWYY","Summer Mae Costume da Bagno con Gonna Asimmetrica Push Up per Donna","3","0.08%","4","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD9RH7R","B01NGTP126","Summer Mae Donna Camicetta Blusa Barocco Stampa","5","0.13%","5","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07F2XRRTR","B06VT64ZXD","Summer Mae Costumi da Bagno Intero Modellante da Donna","5","0.13%","7","0.14%","100%","1","0","20.00%","0.00%","€15.39","€0.00","1","0"
"B06XFLGXQ8","B06VV1VJCS","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","9","0.23%","14","0.28%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WVHZ7TQ","B06VZ3TRWP","Summer Mae Donna Coordinati da Bikini Esotico con Volant","6","0.15%","9","0.18%","22%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07F2XRRTR","B06W2GP6PJ","Summer Mae Costumi da Bagno Intero Modellante da Donna","7","0.18%","8","0.16%","75%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B06W2HPWH3","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo","43","1.09%","77","1.55%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W53P1XJ","B06W53P1XJ","Summer Mae Vestito con Stampa Barocca per Donna","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9GKWNW","B06W9GKWNW","Summer Mae Tankini Mare Piscina Costume da Bagno due Pezzo con Shorts da Donna","9","0.23%","10","0.20%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06W9HKFR6","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","3","0.08%","3","0.06%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07F2XRRTR","B06WD11FNS","Summer Mae Costumi da Bagno Intero Modellante da Donna","4","0.10%","5","0.10%","100%","1","0","25.00%","0.00%","€15.39","€0.00","1","0"
"B06WD238Y8","B06WD238Y8","Summer Mae Bowknot Costume da bagno Pastorale Stampato a vita alta","4","0.10%","5","0.10%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06WD32GDD","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","1","0.03%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06WD8P29D","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Grigio EU 38-40","6","0.15%","8","0.16%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07F2XRRTR","B06WGM4MNC","Summer Mae Costumi da Bagno Intero Modellante da Donna","3","0.08%","4","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06WGP1G7C","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","1","0.03%","3","0.06%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07F2XRRTR","B06WLHGK71","Summer Mae Costumi da Bagno Intero Modellante da Donna","20","0.51%","33","0.66%","55%","1","0","5.00%","0.00%","€15.39","€0.00","1","0"
"B06WLJD576","B06WLJD576","Summer Mae Donna Costume da bagno Classico Tankini a Strisce","8","0.20%","9","0.18%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WP3M8MX","B06WP3M8MX","Summer Mae Donna Costume da bagno Dimagrante Costume intero a Strisce","12","0.30%","16","0.32%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06WP4L1WV","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","9","0.23%","12","0.24%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WRPT9NP","B06WRPT9NP","Summer Mae Donna Costume Da Bagno Di Un Pezzo Vintage Sailor Pin Up","19","0.48%","33","0.66%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06WV9TKRV","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","5","0.13%","6","0.12%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WVDTY12","B06WVDTY12","Summer Mae Costume da Bagno Intero Push Up Bikini Sexy da Donna","33","0.83%","46","0.93%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WVHZ7TQ","B06WVHZ7TQ","Summer Mae Donna Coordinati da Bikini Esotico con Volant","4","0.10%","6","0.12%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06X1881B7","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","7","0.18%","7","0.14%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SFGN1","B06X3SFGN1","Summer Mae Costume da Bagno con Gonna Asimmetrica Push Up per Donna","66","1.67%","80","1.61%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X41M8ZH","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Rosa EU 38-40","5","0.13%","8","0.16%","75%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06X91MYFM","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","7","0.18%","11","0.22%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X95DMXZ","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Nero EU 34-36","16","0.40%","26","0.52%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X95KC6P","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Grigio EU 34-36","18","0.46%","27","0.54%","52%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X95XX5W","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Blu EU 40-42","3","0.08%","5","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X96LPDF","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Blu EU 34-36","19","0.48%","29","0.58%","38%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X96N7VD","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Nero EU 40-42","18","0.46%","23","0.46%","74%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06X96WTVC","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna Bianco EU 38-40","11","0.28%","17","0.34%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD8PL8S","B06XCMRYC8","Summer Mae Costumi de Bagno Verde Retrò- Bordi Bianchi - Donna","24","0.61%","26","0.52%","77%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD8PL8S","B06XCPNNCK","Summer Mae Costumi de Bagno Verde Retrò- Bordi Bianchi - Donna","9","0.23%","11","0.22%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD75WS3","B06XCR5MFR","Summer Mae Coordinati da Bikini - Cinturino Raddoppiare - Donna","4","0.10%","4","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCRV4CK","B06XCRV4CK","Summer Mae Costumi da bagno floreali taglie forti Un pezzo donne kirted","46","1.16%","56","1.13%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD8PL8S","B06XCS2MZG","Summer Mae Costumi de Bagno Verde Retrò- Bordi Bianchi - Donna","6","0.15%","6","0.12%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD75WS3","B06XD75WS3","Summer Mae Coordinati da Bikini - Cinturino Raddoppiare - Donna","2","0.05%","2","0.04%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD8PL8S","B06XD8PL8S","Summer Mae Costumi de Bagno Verde Retrò- Bordi Bianchi - Donna","304","7.68%","415","8.36%","3%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF74Z6D","B06XF74Z6D","Summer Mae Costumi da Bagno Arruffato Fuori-spalla Bikini Set da Donna","223","5.64%","325","6.55%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XFLGXQ8","B06XFLGXQ8","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","77","1.95%","96","1.93%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WRPT9NP","B06XFWP9YY","Summer Mae Donna Costume Da Bagno Di Un Pezzo Vintage Sailor Pin Up Nero IT 40","3","0.08%","3","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XPCYT49","B06XH5FTSX","Summer Mae Donna Costume da Bagno Push-up con Motivo a Conchiglia Bikini da Donna","4","0.10%","4","0.08%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XPCYT49","B06XH78YXT","Summer Mae Donna Costume da Bagno Push-up con Motivo a Conchiglia Bikini da Donna","9","0.23%","18","0.36%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076TCQQF7","B06XPQSMQY","Mocotono Uomo Camicia in Denim 100% Cotone A Manica Lunga Colore Solido","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076TCQQF7","B06XPSH74T","Mocotono Uomo Camicia in Denim 100% Cotone A Manica Lunga Colore solido","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07FLTQX1J","B06XQG3WN3","Mocotono Uomo Camicia Casuale in Cotone A Manica Lunga A Quadri","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07673GV8S","B06XRV6M88","Mocotono Camicie Quadretti Casuale Vintage in Flanella Maniche Lunghe Uomo","5","0.13%","5","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076SZ2Y26","B06XYL56KD","Summer Mae Uomo Camicia Casuale In Cotone A Manica Lunga Colore solido","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06ZZ41ZZZ","B06XYN88Q8","Summer Mae Donna Costumi da Bagno a Alta Vita Bikini con Balza Arancia XL (IT 44-46)","1","0.03%","4","0.08%","75%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07673GV8S","B06XYNCHQB","Mocotono Camicie Quadretti Casuale Vintage in Flanella Maniche Lunghe Uomo","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076SZ2Y26","B06XYZF3QP","Summer Mae Uomo Camicia Casuale In Cotone A Manica Lunga Colore solido","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076SZ2Y26","B06XYZPBV7","Mocotono Uomo Camicia Casuale in Cotone A Manica Lunga Colore Solido","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJD576","B06XYZS6NS","Summer Mae Donna Costume da bagno Classico Tankini a Strisce","3","0.08%","3","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06ZZ41ZZZ","B06XZ13X21","Summer Mae Donna Costumi da Bagno a Alta Vita Bikini con Balza Arancia XXL (IT 46-48)","4","0.10%","5","0.10%","100%","1","0","25.00%","0.00%","€15.99","€0.00","1","0"
"B06ZZ41ZZZ","B06XZ1KL11","Summer Mae Donna Costumi da Bagno a Alta Vita Bikini con Balza Arancia L (IT 42-44)","3","0.08%","6","0.12%","67%","1","0","33.33%","0.00%","€15.99","€0.00","1","0"
"B076SZ2Y26","B06XZ2NHTS","Mocotono Uomo Camicia Casuale in Cotone A Manica Lunga Colore Solido","6","0.15%","6","0.12%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2HPWH3","B06XZ37ZL7","Summer Mae Donna A-linea Vestito Comodo Di Cotone Con Pizzo Viola Chiaro XS","6","0.15%","6","0.12%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B071D3SP2Y","B06Y68W52F","Summer Mae Bikini Coordinati a Vita Alta Nero Stampato Costume da Bagno da Mare da Donna","36","0.91%","50","1.01%","4%","1","0","2.78%","0.00%","€12.99","€0.00","1","0"
"B06ZZ41ZZZ","B06ZXW62V9","Summer Mae Donna Costumi da Bagno a Alta Vita Bikini con Balza Nero XL (IT 44-46)","4","0.10%","4","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06ZZ41ZZZ","B06ZZ41ZZZ","Summer Mae Donna Costumi da Bagno a Alta Vita Bikini con Balza","64","1.62%","92","1.85%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0722V25XV","B0711B2NB8","Summer Mae Uomo Polo T-Shirt a Righe Maniche Lunghe in Cotone","11","0.28%","11","0.22%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0767GPK31","B0711Q8WDR","Mocotono Camicie Casual di Flanella a Quadri Maniche Lunghe Uomo","55","1.39%","55","1.11%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJD576","B0711R9KHM","Swim Dress Vintage Tankini righe delle donne Mae estate","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0767GPK31","B0711XBBFZ","Mocotono Camicie Casual di Flanella a Quadri Maniche Lunghe Uomo","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0767GPK31","B0711XBDP2","Mocotono Camicie Casual di Flanella a Quadri Maniche Lunghe Uomo","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B072B8ZRFT","B07125GXYP","Summer Mae Donna Costume de Bagno Floreale Retrò a Volant Scollo Bardot","14","0.35%","23","0.46%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0767GPK31","B07149VKWX","Mocotono Camicie Casual di Flanella a Quadri Maniche Lunghe Uomo","2","0.05%","2","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073XF3HFF","B0714LPFKJ","Summer Mae Bikini Bandeau Contorto Brasiliano Costumi da bagno Due Pezzi da Donna","4","0.10%","4","0.08%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0767GPK31","B07173Q2FN","Mocotono Camicie Casual di Flanella a Quadri Maniche Lunghe Uomo","3","0.08%","3","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B072B8ZRFT","B0719XB27K","Summer Mae Donna Costume de Bagno Floreale Retrò a Volant Scollo Bardot","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B071DN4Q1M","B071DN4Q1M","Summer Mae Polo T-Shirt A Maniche Lunghe Nuovo Lincoln piqué Cotone con Colletto Top da Uomo","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073XH82CZ","B071GNGKZ9","Summer Mae Costumi Da Bagno Due Pezzo Retrò Tankini Stampato Floreale da Donna","16","0.40%","19","0.38%","100%","2","0","12.50%","0.00%","€37.98","€0.00","2","0"
"B073RCVFHZ","B071GTJNGZ","Summer Mae Costumi da Bagno Intero Elegante Increspato Costume Dimagrante da Donna","13","0.33%","29","0.58%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RCVFHZ","B071GTK6BT","Summer Mae Costumi da Bagno Intero Elegante Increspato Costume Dimagrante da Donna","6","0.15%","9","0.18%","67%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RCVFHZ","B071GTK9BS","Summer Mae Costumi da Bagno Intero Elegante Increspato Costume Dimagrante da Donna","1","0.03%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073VD2LT3","B071JDRXZ4","Summer Mae Costumi Intero Costume da Bagno Un Pezzo Annata Elegante increspato da Donna","9","0.23%","9","0.18%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B074K9928N","B071KBQNZ5","Summer Mae Costume da Bagno Intero Push Up per Donna Blu marina XXXL IT52","4","0.10%","5","0.10%","60%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XD8PL8S","B071KBQNZ5","Summer Mae Costume da Bagno Intero Push Up per Donna Blu marina XXXL IT52","4","0.10%","6","0.12%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RCVFHZ","B071KFGNBJ","Summer Mae Costumi da Bagno Intero Elegante Increspato Costume Dimagrante da Donna","4","0.10%","4","0.08%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RCVFHZ","B071KFHNV3","Summer Mae Costumi da Bagno Intero Elegante Increspato Costume Dimagrante da Donna","10","0.25%","12","0.24%","75%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0722V25XV","B071KZMVTG","Summer Mae Uomo Polo T-Shirt a Righe Maniche Lunghe in Cotone","22","0.56%","22","0.44%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06ZZ41ZZZ","B071RBF645","Summer Mae Donna Costumi da Bagno a Alta Vita Bikini con Balza Nero L (IT 42-44)","3","0.08%","4","0.08%","25%","1","0","33.33%","0.00%","€15.99","€0.00","1","0"
